ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
C090,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C091,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C098,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C099,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C100,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C101,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C102,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C103,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C104,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C108,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C109,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C110,149.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C111,149.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C112,149.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C113,149.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C118,149.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C119,149.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C12,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C130,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C131,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C132,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C138,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C139,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C140,149.0,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C142,149.0,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C148,149.0,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C150,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C151,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C152,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C153,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C154,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C155,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C158,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C159,150.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C160,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C161,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C162,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C163,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C164,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C165,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C166,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C168,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C169,151.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C170,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C171,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C172,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C173,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C178,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C179,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C180,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C181,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C182,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C183,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C184,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C185,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C186,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C187,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C188,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C189,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C19,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C20,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C210,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C211,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C218,153.0,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C220,155.1,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C221,155.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C222,155.1,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C223,155.1,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C224,155.1,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C227,155.1,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C229,155.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C23,159.3,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C240,159.3,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C241,159.3,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C248,159.3,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C249,159.3,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C250,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C251,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C252,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C253,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C254,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C257,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C258,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C259,157.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C260,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
C261,159.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C268,159.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C269,159.0,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C300,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C301,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C310,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C311,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C312,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C313,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C318,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C319,149.9,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C320,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C321,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C322,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C323,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C328,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C329,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C33,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C340,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C341,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C342,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C343,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C348,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C349,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C37,164.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C380,164.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C381,164.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C382,164.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C383,164.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C384,165.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C390,165.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C398,165.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C399,165.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C400,170.1,170-171.99,"Cancer of bone, connective tissue"
C401,170.1,170-171.99,"Cancer of bone, connective tissue"
C402,170.1,170-171.99,"Cancer of bone, connective tissue"
C403,170.1,170-171.99,"Cancer of bone, connective tissue"
C408,170.1,170-171.99,"Cancer of bone, connective tissue"
C409,170.1,170-171.99,"Cancer of bone, connective tissue"
C410,170.1,170-171.99,"Cancer of bone, connective tissue"
C411,170.1,170-171.99,"Cancer of bone, connective tissue"
C412,170.1,170-171.99,"Cancer of bone, connective tissue"
C413,170.1,170-171.99,"Cancer of bone, connective tissue"
C414,170.1,170-171.99,"Cancer of bone, connective tissue"
C419,170.1,170-171.99,"Cancer of bone, connective tissue"
C430,172.11,172-173.99,Malignant neoplasm of skin
C431,172.11,172-173.99,Malignant neoplasm of skin
C432,172.11,172-173.99,Malignant neoplasm of skin
C433,172.11,172-173.99,Malignant neoplasm of skin
C434,172.11,172-173.99,Malignant neoplasm of skin
C435,172.11,172-173.99,Malignant neoplasm of skin
C436,172.11,172-173.99,Malignant neoplasm of skin
C437,172.11,172-173.99,Malignant neoplasm of skin
C438,172.11,172-173.99,Malignant neoplasm of skin
C439,172.11,172-173.99,Malignant neoplasm of skin
C440,172.2,172-173.99,Malignant neoplasm of skin
C441,172.2,172-173.99,Malignant neoplasm of skin
C442,172.2,172-173.99,Malignant neoplasm of skin
C443,172.2,172-173.99,Malignant neoplasm of skin
C444,172.2,172-173.99,Malignant neoplasm of skin
C445,172.2,172-173.99,Malignant neoplasm of skin
C446,172.2,172-173.99,Malignant neoplasm of skin
C447,172.2,172-173.99,Malignant neoplasm of skin
C448,172.2,172-173.99,Malignant neoplasm of skin
C449,172.2,172-173.99,Malignant neoplasm of skin
C450,165.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C451,159.4,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C452,164.0,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
C457,195.1,195-199.99,"Neoplasms: malignant, secondary or uncertain"
C459,195.1,195-199.99,"Neoplasms: malignant, secondary or uncertain"
C460,230.0,230-230.99,Kaposi's sarcoma
C461,230.0,230-230.99,Kaposi's sarcoma
C462,230.0,230-230.99,Kaposi's sarcoma
C463,230.0,230-230.99,Kaposi's sarcoma
C467,230.0,230-230.99,Kaposi's sarcoma
C468,230.0,230-230.99,Kaposi's sarcoma
C469,230.0,230-230.99,Kaposi's sarcoma
C470,170.2,170-171.99,"Cancer of bone, connective tissue"
C471,170.2,170-171.99,"Cancer of bone, connective tissue"
C472,170.2,170-171.99,"Cancer of bone, connective tissue"
C473,170.2,170-171.99,"Cancer of bone, connective tissue"
C474,170.2,170-171.99,"Cancer of bone, connective tissue"
C475,170.2,170-171.99,"Cancer of bone, connective tissue"
C476,170.2,170-171.99,"Cancer of bone, connective tissue"
C478,170.2,170-171.99,"Cancer of bone, connective tissue"
C479,170.2,170-171.99,"Cancer of bone, connective tissue"
C480,159.4,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C481,159.4,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C482,159.4,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C488,159.4,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
C490,170.2,170-171.99,"Cancer of bone, connective tissue"
C491,170.2,170-171.99,"Cancer of bone, connective tissue"
C492,170.2,170-171.99,"Cancer of bone, connective tissue"
C493,170.2,170-171.99,"Cancer of bone, connective tissue"
C494,170.2,170-171.99,"Cancer of bone, connective tissue"
C495,170.2,170-171.99,"Cancer of bone, connective tissue"
C496,170.2,170-171.99,"Cancer of bone, connective tissue"
C498,170.2,170-171.99,"Cancer of bone, connective tissue"
C499,170.2,170-171.99,"Cancer of bone, connective tissue"
C500,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C501,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C502,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C503,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C504,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C505,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C506,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C508,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C509,174.11,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
C510,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C511,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C512,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C518,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C519,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C52,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C530,180.1,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
C531,180.1,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
C538,180.1,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
C539,180.1,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
C540,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C541,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C542,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C543,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C548,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C549,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C55,182.0,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
C56,184.11,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C570,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C571,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C572,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C573,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C574,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C577,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C578,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C579,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C58,184.1,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
C600,187.1,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C601,187.1,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C602,187.1,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C608,187.1,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C609,187.1,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C61,185.0,"185-187.99, 796-796.99, 600-602.99",male genital disorders/cancer/neoplasms; elevated psa
C620,187.2,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C621,187.2,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
C629,187.2,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
