,features,id,names,category
376,f.20002.1450.0,20002,"Non-cancer illness code, self-reported",Medical conditions
377,f.20002.1451.0,20002,"Non-cancer illness code, self-reported",Medical conditions
378,f.20002.1452.0,20002,"Non-cancer illness code, self-reported",Medical conditions
379,f.20002.1453.0,20002,"Non-cancer illness code, self-reported",Medical conditions
380,f.20002.1454.0,20002,"Non-cancer illness code, self-reported",Medical conditions
381,f.20002.1455.0,20002,"Non-cancer illness code, self-reported",Medical conditions
382,f.20002.1456.0,20002,"Non-cancer illness code, self-reported",Medical conditions
383,f.20002.1457.0,20002,"Non-cancer illness code, self-reported",Medical conditions
384,f.20002.1458.0,20002,"Non-cancer illness code, self-reported",Medical conditions
385,f.20002.1459.0,20002,"Non-cancer illness code, self-reported",Medical conditions
386,f.20002.1460.0,20002,"Non-cancer illness code, self-reported",Medical conditions
387,f.20002.1461.0,20002,"Non-cancer illness code, self-reported",Medical conditions
388,f.20002.1462.0,20002,"Non-cancer illness code, self-reported",Medical conditions
389,f.20002.1463.0,20002,"Non-cancer illness code, self-reported",Medical conditions
390,f.20002.1464.0,20002,"Non-cancer illness code, self-reported",Medical conditions
391,f.20002.1465.0,20002,"Non-cancer illness code, self-reported",Medical conditions
392,f.20002.1466.0,20002,"Non-cancer illness code, self-reported",Medical conditions
393,f.20002.1467.0,20002,"Non-cancer illness code, self-reported",Medical conditions
394,f.20002.1468.0,20002,"Non-cancer illness code, self-reported",Medical conditions
395,f.20002.1469.0,20002,"Non-cancer illness code, self-reported",Medical conditions
396,f.20002.1470.0,20002,"Non-cancer illness code, self-reported",Medical conditions
397,f.20002.1471.0,20002,"Non-cancer illness code, self-reported",Medical conditions
398,f.20002.1472.0,20002,"Non-cancer illness code, self-reported",Medical conditions
399,f.20002.1473.0,20002,"Non-cancer illness code, self-reported",Medical conditions
400,f.20002.1474.0,20002,"Non-cancer illness code, self-reported",Medical conditions
401,f.20002.1475.0,20002,"Non-cancer illness code, self-reported",Medical conditions
402,f.20002.1476.0,20002,"Non-cancer illness code, self-reported",Medical conditions
403,f.20002.1477.0,20002,"Non-cancer illness code, self-reported",Medical conditions
404,f.20002.1478.0,20002,"Non-cancer illness code, self-reported",Medical conditions
405,f.20002.1479.0,20002,"Non-cancer illness code, self-reported",Medical conditions
406,f.20002.1480.0,20002,"Non-cancer illness code, self-reported",Medical conditions
407,f.20002.1481.0,20002,"Non-cancer illness code, self-reported",Medical conditions
408,f.20002.1482.0,20002,"Non-cancer illness code, self-reported",Medical conditions
409,f.20002.1483.0,20002,"Non-cancer illness code, self-reported",Medical conditions
410,f.20002.1484.0,20002,"Non-cancer illness code, self-reported",Medical conditions
411,f.20002.1485.0,20002,"Non-cancer illness code, self-reported",Medical conditions
412,f.20002.1486.0,20002,"Non-cancer illness code, self-reported",Medical conditions
413,f.20002.1487.0,20002,"Non-cancer illness code, self-reported",Medical conditions
414,f.20002.1488.0,20002,"Non-cancer illness code, self-reported",Medical conditions
415,f.20002.1489.0,20002,"Non-cancer illness code, self-reported",Medical conditions
416,f.20002.1490.0,20002,"Non-cancer illness code, self-reported",Medical conditions
417,f.20002.1491.0,20002,"Non-cancer illness code, self-reported",Medical conditions
418,f.20002.1492.0,20002,"Non-cancer illness code, self-reported",Medical conditions
419,f.20002.1493.0,20002,"Non-cancer illness code, self-reported",Medical conditions
420,f.20002.1494.0,20002,"Non-cancer illness code, self-reported",Medical conditions
421,f.20002.1495.0,20002,"Non-cancer illness code, self-reported",Medical conditions
422,f.20002.1496.0,20002,"Non-cancer illness code, self-reported",Medical conditions
423,f.20002.1497.0,20002,"Non-cancer illness code, self-reported",Medical conditions
424,f.20002.1498.0,20002,"Non-cancer illness code, self-reported",Medical conditions
425,f.20002.1499.0,20002,"Non-cancer illness code, self-reported",Medical conditions
426,f.20002.1500.0,20002,"Non-cancer illness code, self-reported",Medical conditions
427,f.20002.1501.0,20002,"Non-cancer illness code, self-reported",Medical conditions
428,f.20002.1502.0,20002,"Non-cancer illness code, self-reported",Medical conditions
429,f.20002.1503.0,20002,"Non-cancer illness code, self-reported",Medical conditions
430,f.20002.1504.0,20002,"Non-cancer illness code, self-reported",Medical conditions
431,f.20002.1505.0,20002,"Non-cancer illness code, self-reported",Medical conditions
432,f.20002.1506.0,20002,"Non-cancer illness code, self-reported",Medical conditions
433,f.20002.1507.0,20002,"Non-cancer illness code, self-reported",Medical conditions
434,f.20002.1508.0,20002,"Non-cancer illness code, self-reported",Medical conditions
435,f.20002.1509.0,20002,"Non-cancer illness code, self-reported",Medical conditions
436,f.20002.1510.0,20002,"Non-cancer illness code, self-reported",Medical conditions
437,f.20002.1511.0,20002,"Non-cancer illness code, self-reported",Medical conditions
438,f.20002.1512.0,20002,"Non-cancer illness code, self-reported",Medical conditions
439,f.20002.1513.0,20002,"Non-cancer illness code, self-reported",Medical conditions
440,f.20002.1514.0,20002,"Non-cancer illness code, self-reported",Medical conditions
441,f.20002.1515.0,20002,"Non-cancer illness code, self-reported",Medical conditions
442,f.20002.1516.0,20002,"Non-cancer illness code, self-reported",Medical conditions
443,f.20002.1517.0,20002,"Non-cancer illness code, self-reported",Medical conditions
444,f.20002.1518.0,20002,"Non-cancer illness code, self-reported",Medical conditions
445,f.20002.1519.0,20002,"Non-cancer illness code, self-reported",Medical conditions
446,f.20002.1520.0,20002,"Non-cancer illness code, self-reported",Medical conditions
447,f.20002.1521.0,20002,"Non-cancer illness code, self-reported",Medical conditions
448,f.20002.1522.0,20002,"Non-cancer illness code, self-reported",Medical conditions
449,f.20002.1523.0,20002,"Non-cancer illness code, self-reported",Medical conditions
450,f.20002.1524.0,20002,"Non-cancer illness code, self-reported",Medical conditions
451,f.20002.1525.0,20002,"Non-cancer illness code, self-reported",Medical conditions
452,f.20002.1526.0,20002,"Non-cancer illness code, self-reported",Medical conditions
453,f.20002.1527.0,20002,"Non-cancer illness code, self-reported",Medical conditions
454,f.20002.1528.0,20002,"Non-cancer illness code, self-reported",Medical conditions
455,f.20002.1529.0,20002,"Non-cancer illness code, self-reported",Medical conditions
456,f.20002.1530.0,20002,"Non-cancer illness code, self-reported",Medical conditions
457,f.20002.1531.0,20002,"Non-cancer illness code, self-reported",Medical conditions
458,f.20002.1532.0,20002,"Non-cancer illness code, self-reported",Medical conditions
459,f.20002.1533.0,20002,"Non-cancer illness code, self-reported",Medical conditions
460,f.20002.1534.0,20002,"Non-cancer illness code, self-reported",Medical conditions
461,f.20002.1535.0,20002,"Non-cancer illness code, self-reported",Medical conditions
462,f.20002.1536.0,20002,"Non-cancer illness code, self-reported",Medical conditions
463,f.20002.1537.0,20002,"Non-cancer illness code, self-reported",Medical conditions
464,f.20002.1538.0,20002,"Non-cancer illness code, self-reported",Medical conditions
465,f.20002.1540.0,20002,"Non-cancer illness code, self-reported",Medical conditions
466,f.20002.1541.0,20002,"Non-cancer illness code, self-reported",Medical conditions
467,f.20002.1542.0,20002,"Non-cancer illness code, self-reported",Medical conditions
468,f.20002.1544.0,20002,"Non-cancer illness code, self-reported",Medical conditions
469,f.20002.1545.0,20002,"Non-cancer illness code, self-reported",Medical conditions
470,f.20002.1546.0,20002,"Non-cancer illness code, self-reported",Medical conditions
471,f.20002.1548.0,20002,"Non-cancer illness code, self-reported",Medical conditions
472,f.20002.1549.0,20002,"Non-cancer illness code, self-reported",Medical conditions
473,f.20002.1550.0,20002,"Non-cancer illness code, self-reported",Medical conditions
474,f.20002.1551.0,20002,"Non-cancer illness code, self-reported",Medical conditions
475,f.20002.1552.0,20002,"Non-cancer illness code, self-reported",Medical conditions
476,f.20002.1553.0,20002,"Non-cancer illness code, self-reported",Medical conditions
477,f.20002.1554.0,20002,"Non-cancer illness code, self-reported",Medical conditions
478,f.20002.1555.0,20002,"Non-cancer illness code, self-reported",Medical conditions
479,f.20002.1556.0,20002,"Non-cancer illness code, self-reported",Medical conditions
480,f.20002.1557.0,20002,"Non-cancer illness code, self-reported",Medical conditions
481,f.20002.1558.0,20002,"Non-cancer illness code, self-reported",Medical conditions
482,f.20002.1559.0,20002,"Non-cancer illness code, self-reported",Medical conditions
483,f.20002.1560.0,20002,"Non-cancer illness code, self-reported",Medical conditions
484,f.20002.1561.0,20002,"Non-cancer illness code, self-reported",Medical conditions
485,f.20002.1562.0,20002,"Non-cancer illness code, self-reported",Medical conditions
486,f.20002.1563.0,20002,"Non-cancer illness code, self-reported",Medical conditions
487,f.20002.1564.0,20002,"Non-cancer illness code, self-reported",Medical conditions
488,f.20002.1566.0,20002,"Non-cancer illness code, self-reported",Medical conditions
489,f.20002.1567.0,20002,"Non-cancer illness code, self-reported",Medical conditions
490,f.20002.1568.0,20002,"Non-cancer illness code, self-reported",Medical conditions
491,f.20002.1569.0,20002,"Non-cancer illness code, self-reported",Medical conditions
492,f.20002.1570.0,20002,"Non-cancer illness code, self-reported",Medical conditions
493,f.20002.1571.0,20002,"Non-cancer illness code, self-reported",Medical conditions
494,f.20002.1572.0,20002,"Non-cancer illness code, self-reported",Medical conditions
495,f.20002.1573.0,20002,"Non-cancer illness code, self-reported",Medical conditions
496,f.20002.1574.0,20002,"Non-cancer illness code, self-reported",Medical conditions
497,f.20002.1575.0,20002,"Non-cancer illness code, self-reported",Medical conditions
498,f.20002.1576.0,20002,"Non-cancer illness code, self-reported",Medical conditions
499,f.20002.1577.0,20002,"Non-cancer illness code, self-reported",Medical conditions
500,f.20002.1578.0,20002,"Non-cancer illness code, self-reported",Medical conditions
501,f.20002.1579.0,20002,"Non-cancer illness code, self-reported",Medical conditions
502,f.20002.1580.0,20002,"Non-cancer illness code, self-reported",Medical conditions
503,f.20002.1581.0,20002,"Non-cancer illness code, self-reported",Medical conditions
504,f.20002.1582.0,20002,"Non-cancer illness code, self-reported",Medical conditions
505,f.20002.1583.0,20002,"Non-cancer illness code, self-reported",Medical conditions
506,f.20002.1584.0,20002,"Non-cancer illness code, self-reported",Medical conditions
507,f.20002.1585.0,20002,"Non-cancer illness code, self-reported",Medical conditions
508,f.20002.1586.0,20002,"Non-cancer illness code, self-reported",Medical conditions
509,f.20002.1587.0,20002,"Non-cancer illness code, self-reported",Medical conditions
510,f.20002.1588.0,20002,"Non-cancer illness code, self-reported",Medical conditions
511,f.20002.1589.0,20002,"Non-cancer illness code, self-reported",Medical conditions
512,f.20002.1590.0,20002,"Non-cancer illness code, self-reported",Medical conditions
513,f.20002.1591.0,20002,"Non-cancer illness code, self-reported",Medical conditions
514,f.20002.1592.0,20002,"Non-cancer illness code, self-reported",Medical conditions
515,f.20002.1593.0,20002,"Non-cancer illness code, self-reported",Medical conditions
516,f.20002.1594.0,20002,"Non-cancer illness code, self-reported",Medical conditions
517,f.20002.1595.0,20002,"Non-cancer illness code, self-reported",Medical conditions
518,f.20002.1596.0,20002,"Non-cancer illness code, self-reported",Medical conditions
519,f.20002.1597.0,20002,"Non-cancer illness code, self-reported",Medical conditions
520,f.20002.1598.0,20002,"Non-cancer illness code, self-reported",Medical conditions
521,f.20002.1599.0,20002,"Non-cancer illness code, self-reported",Medical conditions
522,f.20002.1600.0,20002,"Non-cancer illness code, self-reported",Medical conditions
523,f.20002.1601.0,20002,"Non-cancer illness code, self-reported",Medical conditions
524,f.20002.1602.0,20002,"Non-cancer illness code, self-reported",Medical conditions
525,f.20002.1603.0,20002,"Non-cancer illness code, self-reported",Medical conditions
526,f.20002.1604.0,20002,"Non-cancer illness code, self-reported",Medical conditions
527,f.20002.1605.0,20002,"Non-cancer illness code, self-reported",Medical conditions
528,f.20002.1606.0,20002,"Non-cancer illness code, self-reported",Medical conditions
529,f.20002.1607.0,20002,"Non-cancer illness code, self-reported",Medical conditions
530,f.20002.1608.0,20002,"Non-cancer illness code, self-reported",Medical conditions
531,f.20002.1609.0,20002,"Non-cancer illness code, self-reported",Medical conditions
532,f.20002.1610.0,20002,"Non-cancer illness code, self-reported",Medical conditions
533,f.20002.1611.0,20002,"Non-cancer illness code, self-reported",Medical conditions
534,f.20002.1613.0,20002,"Non-cancer illness code, self-reported",Medical conditions
535,f.20002.1614.0,20002,"Non-cancer illness code, self-reported",Medical conditions
536,f.20002.1615.0,20002,"Non-cancer illness code, self-reported",Medical conditions
537,f.20002.1616.0,20002,"Non-cancer illness code, self-reported",Medical conditions
538,f.20002.1617.0,20002,"Non-cancer illness code, self-reported",Medical conditions
539,f.20002.1618.0,20002,"Non-cancer illness code, self-reported",Medical conditions
540,f.20002.1619.0,20002,"Non-cancer illness code, self-reported",Medical conditions
541,f.20002.1620.0,20002,"Non-cancer illness code, self-reported",Medical conditions
542,f.20002.1621.0,20002,"Non-cancer illness code, self-reported",Medical conditions
543,f.20002.1622.0,20002,"Non-cancer illness code, self-reported",Medical conditions
544,f.20002.1623.0,20002,"Non-cancer illness code, self-reported",Medical conditions
545,f.20002.1624.0,20002,"Non-cancer illness code, self-reported",Medical conditions
546,f.20002.1625.0,20002,"Non-cancer illness code, self-reported",Medical conditions
547,f.20002.1626.0,20002,"Non-cancer illness code, self-reported",Medical conditions
